标题,标题链接,缩略图,room,来自经纪人,infor,listjjr,money
人民路电梯房全新装修1000至1500，家电齐全，拎包入住,https://wz.58.com/zufang/58635871036815x.shtml?compressed_params=H4sIAAAAAAAAA0WLSQ7DIAwAf8MZg12cgx_Qcx9QWTHKIjUkISjq78utp5FGM3UxAeJIyTOEMAAREmAAfDBScnNpNT9NYm8iDuy5kxBdnXWbjqab3O2j65JNy1_2IxF7Z3rpq7RzzOKd2vv67ln2HxtqFwl1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        30㎡,"阿洪房产                            
                                                    
                                                                陆桂羽",开太大厦,陆桂羽,1000元/月
三官殿巷一室一厅一卫，拎包入住,https://wz.58.com/zufang/81647808714205x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7CMAwAwN9ktp3YcQc_gJkHIItEbZFoCmmE-D1sXU-6vhZDYEECYqIJmVNSiZlASWNY2uj1UiwqI2TRjFGSwBT64tv8Gr7ZZzz9sdbi7cT_yKwQih9-beN9rwbBy-347tX2H0VMa1F1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        34㎡,"21世纪不动产                            
                                                    
                                                                金惠珍",三官殿巷127号楼,金惠珍,620元/月
水心隔岸路2一室一厅一卫,https://wz.58.com/zufang/83073446939099x.shtml?compressed_params=H4sIAAAAAAAAA0XLOw7CMAwA0Ntkduw4MYMPwMwBkIWjfiSaQhpV3B421ie9vrhG4BwRkBEvkTklyVQQBIXC3EavV9cERMzCOUVOVGLos23Ta9im53jaulS39sffKCwQ3A67tfF-VIVgfj8-e9X9C-2DMc11AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        33㎡,王丽春,马鞍池西路157号小区,王丽春,1000元/月
随时看房，五马街 人民路 可月付公寓 家电齐全,https://wz.58.com/zufang/83053170517211x.shtml?compressed_params=H4sIAAAAAAAAA0XLOw7CMAwA0Ntk9idOk8EHYOYAyMJRWySaQhohbg9b1ye9vroiSEICEqKCIjHmxBNBpsxhaaPXi2sEhpIYMyGWEjn0xbb5NWzTz3jaY61u7cT_mCRDcDvs2sb7XhWC-e347lX3H7Zsuid1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        28㎡,"亿旺房产                            
                                                    
                                                                龙俊",公安路32号小区,龙俊,900元/月
随时看房免介绍 五马街附近 1室一厨一卫 1000,https://wz.58.com/zufang/83247677706331x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7CMAwF0NtktlP_xh1yAGYOgCwctUWiKaQR4vawdX3Sa6tnhg5IpBzjxICAJbKMKkhhqb2Vi2chQEdiigMwKYe22Da_um3505_2WItbPfE_EpSC22HX2t_3kimY347vXvL-A2L3mNZ1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        15㎡,唐小攀,"五马街23,30弄小区",唐小攀,1000元/月
温州交通技术学校（月付）附近多套房源出租 可短租月付,https://wz.58.com/zufang/83412539500381x.shtml?compressed_params=H4sIAAAAAAAAA0XLTQrCMBBA4dtknQnzkyzmAK49gAxOsBVsqmkovb266urBB6_PrsAgnAtxSgWIkDAWJv4nTG30enHFKFw4IUCRLIShT7Y83sMW3cfLnnN1ayf-DqEcg9tm1zY-96oxmN-2Y626fgH7SgKedQAAAA==,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        39㎡,陈春蕾,瓯海宿舍,陈春蕾,800元/月
温州医学院附属第一医院 月付可短租家电全拎包入住,https://wz.58.com/zufang/83109772540893x.shtml?compressed_params=H4sIAAAAAAAAA0XLOw7CMAwA0NtkdpyfPfgAzD1AZeGIFImmkEaI28PG-qQ3NhMfMlDgwojsU4oJIERmzlBc63PUi0mEQAiE0XuCTOhG0_32nLrLez70vlXT_sffKInAmZ669Pm6VgGntp6fo8rxBb2L6Gd1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        39㎡,蒋明星,新街公寓,蒋明星,800元/月
温州医学院附属第一医院月付短租长租都可以,https://wz.58.com/zufang/81964997982683x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7CMAwAwN9ktuO6dgY_gJkHIAtHtEg0hTRC_B421pOur2GIylKUSs4FmadJMiEDz0RpaaPXUxhpwVkEigghqKS--HZ7Dt_sPR5-X2t4--NvCCuk8MPPbbyu1SB5XI7PXm3_AjTahTt1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        40㎡,"大城管家                            
                                                    
                                                                朱敏",新街公寓,朱敏,1000元/月
无介绍 随时看房 五马街 公园路 蝉街附近公寓 1000,https://wz.58.com/zufang/83247708364506x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7CMAxA0dtkto2dmMEHYOYAyMIRLRJNIY0qbk831q_3-xyGoicpoEh0RhEWZELOylLS1EavlzAGEc0MlA9ZhFKffHm8hy-2j5c_5xre_vE4iiik8M2vbXzu1SB53LbvWm39AUcZ6511AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        20㎡,唐小攀,五马街105号小区,唐小攀,1000元/月
无中介 蝉街 步行街 胜利商厦 第一桥附近 随时看房1000,https://wz.58.com/zufang/83249081594202x.shtml?compressed_params=H4sIAAAAAAAAA0XLOw7CMAwA0NtkthObxIMPwMwBkIWjfiSaQhpV3B421ie9vriiUEYGLDEKMhNzogiUcoxhbqPXqysBXyBJFpGMhTD02bbpNWzTczxtXapb--NvZC4Q3A67tfF-VIVgfj8-e9X9CwMZzIF1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        20㎡,唐小攀,胜利商厦(商住楼),唐小攀,1000元/月
无中介 第一桥 纱帽河 五马街附近公寓 随时看房 1000,https://wz.58.com/zufang/83248414055131x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7CMAwF0NtkdhN_Eg8-ADMHQBaOaJFoCmlUcXvYWJ_0-uI6ceZcEnGMMgGMWFhOEYkQ5jZ6PbsyAQJOYCkQodBnW--vYase42mPpbq1P_5GRqHgttuljfetKgXz6_7Zqm5f_kzc_3UAAAA=,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        20㎡,唐小攀,融谊大楼,唐小攀,1000元/月
无中介 府前大楼 五马街 牙科医院 晏公殿巷附近 随时看房,https://wz.58.com/zufang/83249049614170x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ6DMAxA0dtkdqjtJIMPwNwDVBaOgEoQIEQVty-dOn3pSb_OJp594JiIuy55IiSExMS_uKm0mnsTBGJ4UABGjAnY1UnXcW-6yqct-p6zafnjfQSK4ExPfZZ2DFnAqb3Oa8uyfQHKvx2hdQAAAA==,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        20㎡,唐小攀,府前大楼(鹿城),唐小攀,1000元/月
无中介 随时看房 五马街 打铁巷公寓  随时看房  1000,https://wz.58.com/zufang/83247954456925x.shtml?compressed_params=H4sIAAAAAAAAA0XLPQ7CMAwG0Ntkdn6-JB58AGYOgCwc0SLRFNIIcXvYWJ_0xmriY6YauXAI7IEEopiYOVNxS5-jnUwSAZWBkFP0BXBj0e32nLrJez70vjbT_sffKKjkTA899_m6NiGndjk-e5P9C_Zw3FN1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        20㎡,唐小攀,解放街后巷小区,唐小攀,1000元/月
无中介 五马街 纱帽河 第一桥融谊大楼附近 1室1厨1卫,https://wz.58.com/zufang/83249232197725x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ6DMAxA0dtkdpwYh8EH6NwDVBaOCkglQIgQt4et69f7dTLxQJ1HQELsPVGMqQuMkDAFN5ZW88skPgaoB2Yk8hxcHXX5bk0XOdtP5ymbln98DqYEzvTQd2n7kAWc2ue41izrDZBmGAJ1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        20㎡,唐小攀,融谊大楼,唐小攀,1000元/月
无中介 自己公寓随时看新县前大楼 解放街附近 1室1厨1卫,https://wz.58.com/zufang/83247933963485x.shtml?compressed_params=H4sIAAAAAAAAA0XLOw7CMAwA0NtktuOYxIMPwMwBkIWjfiSaQhpV3B421ie9vrgiFs5SSGIUZE4pR0IGvhCFuY1er64JmItEASJIKDn02bbpNWzTczxtXapb--NvZC4Q3A67tfF-VIVgfj8-e9X9C2G4izl1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        20㎡,唐小攀,新县前大楼,唐小攀,1000元/月
无中介一室一厨一卫洪殿黎明立交桥华馨园花园国贸新南亚,https://wz.58.com/zufang/82332885768412x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7CMAwAwN9kduw4cQY_gJkHIAtHtEg0hTRC_B421pNurK4ROEcEZMQamVOSTAVBUCgsfY52cqVKUnIulAgxVwljse32nLbpez7svja3_sffKCwQ3A479_m6NoVgfjk-e9P9Czq6MXJ1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        28㎡,张琼,洪殿工业区,张琼,990元/月
五马步行街开太百货名城广场（月付）附近多套房源出租 可短租月,https://wz.58.com/zufang/83412407300571x.shtml?compressed_params=H4sIAAAAAAAAA0WLQQ6DMAwEf5Ozg2InPvgBPfcByMJRoVIJJURVf084cdrRjLYuJp58pMRIw8AeMWAAJqRr3FxazQ-TAJG4F4bgUydXZ11f36ar_NpH30s2Lbfsj4gJnOmhz9L2KQs4tfH4b1m2E3fhgfx1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        39㎡,陈春蕾,大同商城,陈春蕾,800元/月
五马步行街温州市人民医院 月付可短租家电全拎包入住,https://wz.58.com/zufang/83109889605978x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7CMAxA0dtkjl3bTQYfgJkDIAtHtEg0hTSqentg6vSlJ_02u4LAKCmzIGZgJqaYheWfMNXeysWV4pAQB0RmgEwU2mTL491t0b2_7DkXt3ri7xg5xeC22bX2z71oDOa37ViLrl8bkoz0dQAAAA==,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        39㎡,蒋明星,金达商厦,蒋明星,800元/月
五马步行街温州市人民医院（月付）附近多套房源出租 可短租月付,https://wz.58.com/zufang/83412506509786x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7CMAxA0dtktp24cQYfgJkDIAtHtEg0hTSquD3dWL_e74sronAuEgtRQeaUMkVk4CnGMLfR68U1QZ4KC0ohoFOEPtv6eA9b9Rgvey7Vrf3jeWQWCG67Xdv43KtCML_t363q9gNyFAKZdQAAAA==,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        39㎡,陈春蕾,金达商厦,陈春蕾,800元/月
五马街，小南门，马鞍池多套一室一卫一厨家电齐全，可月付！,https://wz.58.com/zufang/58689974097669x.shtml?compressed_params=H4sIAAAAAAAAA0XLQQ6DIBBA0duwHpAZYDEH6NoDmEmHiCYVWySNt29dufrJS35blC3ZQDEhOZcsokcPiZCumFJ7yw_lARO4gADgvY0BTCuyze8uG3_7S9Ylq9Qb_0fACEblkLH2zzMzGNHpOPfM-w9ojNEtdQAAAA==,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        25㎡,"优家盛开                            
                                                    
                                                                陈伟","马鞍池东路12,14号楼",陈伟,900元/月
五马街县前头多套出租一室一厨一卫清爽装修30平方租金100月,https://wz.58.com/zufang/55746724123046x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ6DMAxA0dtkdmKc4MEHYO4BKquOCkgQIESI25et63_6dTLxGKFHThwCe6KOALBj5gjJjaXVPJhg8EjIj1DCENHVUdfv3nSVqy06T9m0_ONzJOrBmZ76Ku34ZAGn9j7vLcv2A7D9UPx1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        28㎡,"五马好日子房产                            
                                                    
                                                                刘赛华",县前头小区,刘赛华,1000元/月
五马街县前头铁井栏一室一厨一卫精装修家电齐全租金1000月,https://wz.58.com/zufang/58327181003926x.shtml?compressed_params=H4sIAAAAAAAAA0XLPQ7CMAxA4dtkdvzTmMEHYOYAyMIRLRJNIY0Qt6cbb_yk15ewDDJlBBTEUxZh1okKgqJSmtvo9RxGwqRUWBnLEaY--3p_DV_tM57-WGp4--NxFFFI4btf2njfqkHyuO7frdr2A6YtmrV1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        33㎡,"五马好日子房产                            
                                                    
                                                                刘赛华",铁井栏小区,刘赛华,1000元/月
五马鹿城周边 电梯公寓,https://wz.58.com/zufang/59331593086652x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7CMAxA0dtkTu04jgcfgJkDIAtHtEg0hTSquD3d-OOTfl9cJy6CyHAmE1FKlCQBF8olzG30enHFzJAiAEYBxiyhz7Y-3sNWPcbLnkt1a388D6YSg9tu1zY-96oxmN_271Z1-wH2M2CgdQAAAA==,https://pic4.58cdn.com.cn/anjuke_58/d301af63b83e1324dd07cdcf272bb744?w=240&h=180&ss=1&crop=1&cpos=middle&w=240&h=180&crop=1&t=1&srotate=1,1室                        19㎡,"扬舲公寓房产                            
                                                    
                                                                田健",鹿城路34-36号楼,田健,998元/月
五马水心公寓，自己房子出租，拎包入住，户型可选，商住两用。,https://wz.58.com/zufang/59972867965187x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7DIAxA0dswY7BjM_gAnXuAyiqoSaSGtARFuX3Z-scn_bZkBZYUI4dRAiJEwoSBhSZxc-2t3LJGHi6EQBAmD-LabNvr023Ts79tXUq2-sdxMIl32Q671_59FvXO8uO49qL7D4Srldp1AAAA,https://pic4.58cdn.com.cn/anjuke_58/4a6ffd11cb00c853e6353607ae5f7ccc?w=240&h=180&ss=1&crop=1&cpos=middle&w=240&h=180&crop=1&t=1&srotate=1,1室                        25㎡,"扬舲公寓房产                            
                                                    
                                                                田健",鹿城路34-36号楼,田健,998元/月
五马水心周边 自己房子 押一付一 电梯房 拎包入住 朝南,https://wz.58.com/zufang/59330294932015x.shtml?compressed_params=H4sIAAAAAAAAA0WLSw7DIAwFb8MaMOaz8AG67gEqq0aBSA1pCYpy-7LL24w0o9erkAkxAQQ7lwyic-iSsyGij6q00fNDCPzs4PWE8ZCs6oW35Tt4o3N8eK1ZuN1yPgJGrYQPfrbxe2fSiuV1XHum_Q9xizL5dQAAAA==,https://pic5.58cdn.com.cn/anjuke_58/84254413387bd21b31a605b49572829b?w=240&h=180&ss=1&crop=1&cpos=middle&w=240&h=180&crop=1&t=1&srotate=1,1室                        19㎡,"扬舲公寓房产                            
                                                    
                                                                田健",鹿城路34-36号楼,田健,900元/月
五马小南路 自己房子 押一付一 拎包入住 管家服务,https://wz.58.com/zufang/83181213279834x.shtml?compressed_params=H4sIAAAAAAAAA21Sy47iMBD8G27ZiQl5cECrYZIds-HhgIkxF5QHEJKxAQcnkK_fZkarlUZ7sNpqu7qqq7s-5SNk2g7qm3273x8i2x4MPMdy-6bX96xecdb1fpKPBubAtey-Y9uO5ziO3auLRB6vOpGjVoukPO3z5PwvCQjX9sxentyS1VmrbD_q927AdXD2g8xObGM4yFNjcPAsw0tT13C8fXqwkJsfUtRL8t3tcdmPynvvY38E-Mfo5eV5yz5OWfXD9n5kZ_FSanH5eUvUcX8b1d11uhlbuUoWbN3ww2a2LMRjMavREEk8jCTzkWTmQpWSb5IFumzbeE3dtMbDSuB5pDEZ1w9hiYeMSWlyceILzYaofsy5ZpTLJugEMyM59C1VznOJKNQNKoJEo6gfkpJygmQumcgJFhZhoiGBP5UlrSg2K4ihPFWRDEAHojuJZFSXZq6eeWxy0BUBvgPcVFY-p3Nd1suwrDeb2Wx1yQ6rk-WtHpmxGju_VeHEm8syVvBW-RHFMhSPaHdsWkMXbr7etncxbbt76e90sXQm22Wnl1djsw3v3_7dQE8MBzSkkcJZJ9l8KnHGFXimsOAq8Bt6JG8X_BbVr-_vYj4xFJtX0r1FX70BtgnAV3NBEI1VGTSk41zgtKuxkRKUQS5FpJhXpCFjgVsGmAXwAVeWE_Sci19JLCBm33VMFfYb8GoBvv_1L5SJVT15ZGk-_QrpiYcU8kHjwLkeNXJVsCRNllx_TXx3ul6SUCN-pVhUNfO7msmmZulTO-yFhF5BMx5aBIOewK-gFswGfD3GgAFtJUzsM_o5cIaaaYO8yhz2Jla4TcWY889dwc4YdiQmzDFEAf3gSaqLLKJfNUNJ_zP7wPUmMBP6yDgpdCFZy577o0sXVIo_OSBYNp4DAAA=,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        25㎡,"扬舲公寓房产                            
                                                    
                                                                李天",小南路82号楼,李天,999元/月
五马小南路 自己房子 押一付一 拎包入住 管家服务,https://wz.58.com/zufang/83205397919965x.shtml?compressed_params=H4sIAAAAAAAAA0WLQQ6DMAwEf5OzY-JgDn4A5z6gsuqogAQBQoT4fXPraaWZ2TKbeKDoEZAQB08UAseuR2Dkzk25ljSaBCBoAnmI3BZcmXT7HlU3ueuqy5xM8x-2R0-tMr30lev5SQJO7X09e5L9B23_M8F1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        25㎡,"扬舲公寓房产                            
                                                    
                                                                李天",小南路82号楼,李天,999元/月
五马小南路 自己房子 押一付一 拎包入住 管家服务,https://wz.58.com/zufang/83205397919965x.shtml?compressed_params=H4sIAAAAAAAAA2VSy7KiMBD9G3fOJYI8FtaUTrgVL6gBo4gbi4eKwUQlBsWvn_bOYqpmFlRT6cc5fU6rUzlCpm24pud4g4GHhkNraBim5XmebTi96qLVflqOLGNoWJY7cD3bhWj0VJXJ401ncvTQIuOnfZld_j5ChzOEqjK7Z8uLbor9aNC7A5Zp2aXpGoe-PbCHfct13b6XZ_t-6RqeNTjkB8c69LJyd--u-xF_9s77I7SfRx8f77_ifCrqH0P3R3ERH1yL68971hz395F63cLNxCybbJGs2vSwmcWV6BYzhTwkE1ZKlIcNwYuGiHKTLdB1-1ivmJMr8pmLSpi0FaHqnIlExZpy3OpJaYukMBXxU81zkyZeSNFjQhk2Gz6HeQxJ4tcUibZhOKAcMLifNrwwAcOk3Dclw6HkrGbEqCEG8lRH0scIencSyUhxo2ze78SAPhlRyFBULKSHUzbXXMUBV5vNbLa8FoflyXSXXdFfTuyvprLXm2u8biBX44gRPxBdtDu2j76unHK1fTxF-Hg9Od7pKran2_il49tEHGn_2Dq7lXPLdaftaRelUBMoggMG2oBOtSTzWiIcwW5tQ1hJkyKgnoOu4_wsT9HXtXO2mvyCXYOnJFDP3vhiobv5SyfzWpF5Kiu8pmP50llpN-O4UkRP6PitrREKMg8lcG5IAZpgmCMB663vG1cs_uUBmqSSi1ACD8jt5DdX5koCWiW4plwE7JQGzMeB39rw3Y4aOY0f07bIbp9T7ISrmAYapTfgWasEv1QiW5Xk4Avsmci0gV0p8UxKipL6uIZZ4A3sdVxDDwae4Nh3fPM1Aon8VnNpyrFYgz4tPaXgnwe30p-Ibr7W3Kth5ktXnxXcTMX-zAxAq_-99x0XfNiBhy_ZFSlttQ3awH3B_q3_G9lXgL2eAwAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        25㎡,"扬舲公寓房产                            
                                                    
                                                                李天",小南路82号楼,李天,999元/月
五马小南路 自己房子 押一付一 拎包入住 管家服务,https://wz.58.com/zufang/83181213279834x.shtml?compressed_params=H4sIAAAAAAAAA0XLMQ7CMAwAwN9kdhzbSQc_gJkHIAtHbZFoCmmE-D1sXU-6vrrGiXJkiAVxiszEnAiBUkYMSxu9XlwJKCdGYZYiIhz6Ytv8GrbpZzztsVa3duJ_ZC4Q3A67tvG-V4Vgfju-e9X9B8Xw5ht1AAAA,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        25㎡,"扬舲公寓房产                            
                                                    
                                                                李天",小南路82号楼,李天,999元/月
五马小南路周边，精装公寓，无中介自己房子，温馨一室，实景实拍,https://wz.58.com/zufang/82619207008602x.shtml?compressed_params=H4sIAAAAAAAAA2WRXXOiMBSG_413tsYAgQtnp93QiQuVYKOR3jgIVAQTFQwKv36P3Yud2WWGyZnkfLznfdpDPkPE9TAmU_g8ZNuWZVueNSWu7bij8mTaYp7PsEdsC9mujSfYsifWqC1Tvb-YVM9uRqXVocjT099LqCC2Oxnl6TX9OJkmK2bT0RVmeWSHMzfbjQtE8NhCGI9TYn-NEZ66yLKm0yKfjtJ8e-3Pxay6j47FHsqPs-fnR5QdD1n9ZLtP2Uk9V0adf1zTZl9cZ-1wCTevOG_SSK665GvzvixVH723yBu4pJGWItSVwFyKYZNG6Px5W68E2bVMR6bMEl6qsGW045W35i98p4ck0p1x2l5hzZxXI4ljpELcp7ipFrlGAmnm1xyprhE00GgXcubHnHnfb7xa1FzQx8xasEkNZ6APdax9iuB9q5GO22qSN497NkmaSscc6VrLyaAFRWJhqpYtcFRMP44qfWuXQdVuzst1s3l__yjLsVs6a5_GgtFA9fF2393GpiT56vN2V-FtuFd0a8qlM_9cDmZ5eVV7Pt53ZLsil53pjTPv4wRyAtg5gB7gD8259AeYn_NKJc1Ds_QD7hF0ftkd9SH-de7Jp2E_c10Fd81EDTpj0b85ugSPSorAy0RJtYbd8bd_L0RC_xr2i1Tpd0bS0IDmhmXgk0q0zEJgg4BJ1DAv-VcH5HVaKvBFPTRu9bdW4WqYA_Ux5AXikATCp4HfOfBf9gaRxl_yLksvb3NKwtWSBwYlF8FU3Uo6tFJ3rdwBExprqWFPvwNmmLMsB7Y19AIusNd-DTWgvQJa32c2QBw0bP6qO41Vl60NA75DkoAe1PY05L1aQzw0FU045JveH8SfnsGD6X_cfeICh63oM6TlW8nRIjIvC_AGZlTZqCm-iuagv04z9BudhlqqpgMAAA==,https://pic3.58cdn.com.cn/anjuke_58/dbf662b6222a7525245edabff6fe683c?w=240&h=180&ss=1&crop=1&cpos=middle&w=240&h=180&crop=1&t=1&srotate=1,1室                        25㎡,"扬舲公寓房产                            
                                                    
                                                                李天",小南路82号楼,李天,998元/月
五马小南路周边，精装公寓，无中介自己房子，温馨一室，实景实拍,https://wz.58.com/zufang/82619207008602x.shtml?compressed_params=H4sIAAAAAAAAA2VRXXOqOBj-N955SgwQuHDO1A2d9EA1YBTpjQPEitCkSgwWf_2-di92Zvci82bez-fDnOQcocAjYYDD2SxEnue6ZIaR53g-xpPmy5rDq5zjkHgu8gIPO9j1HHdimlIfL7bU85tVZXs6yPLr3yRMEC9wJrK8lusv29eH-WxyhVvSkbKsMJoSl3hTd-biafkh3Sn-8IiHQ6_2AjIp5f46ng_z9nvyeTjC-Of86enxqz9PdffLC37VX-qpter8-1r2x8N1bu6XZLfAsi9X-WYoPnZvWaPG1ZtB4Z3ndKVzkehWYJ6L-65cofP7bbsRpDJMJLyN0r51VmbUhWZiy1u7sItipZplYdhLpQYqeev7dtQrKyju26XUSCDNoo4jNfSCxhpVCWdRyln4U-PtsuOCPm52gjkdxFifulRHFEF9r5FOTevI_pFnTtG3OuWQ46ySOqR3sbStyeLW7HZvb-tz_bE-4WA91tP1wv_TN_52d862PdQ6mgpWx2pM98fhNrUNkZv327dKbvfvlu5tk_mv79ndZpeFOvLpcSD7DblUdrT-65gW0BMbRmPBHhoBzzy669wBvqroH7jzKOYhQefn6lOf0j_nkbxb9pfUbfwNWnVawH3QrR9rpPKqMyxrbBtu-TPtbAkaDi--YWGhkMJ6oNg29Qr0SntWA1dV6LxOwB8Evqx66PsvDugbdK5AG_XAuNc_WEWgmS5gPoW-WJyKWEQ0jgYf3uVoEemjjA91eXl5pSTZZDy2qLgIpjqT07vJ9WAAK-xLdQ7YWTSAb5izWvKIdrALvAFexy3MUPAOHPuJFHg7sW3jyj6ThUZ0y1GU8FMBPCJkRgLco60elORoiXqW5bA3Ef_sjEGr_3sfkQB82IvRLhTzF6rhj5fzkcJO52_jqU4qngMAAA==,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        25㎡,"扬舲公寓房产                            
                                                    
                                                                李天",小南路82号楼,李天,998元/月
五马小南路周边，精装公寓，无中介自己房子，温馨一室，实景实拍,https://wz.58.com/zufang/82341193118556x.shtml?compressed_params=H4sIAAAAAAAAA11Sy3LiMBD8G24kFsIPHaitEDklYsCyEa9cKL_AyLECFjKYr99xLlu1B1nWSDPd09P6nE8Q8myXeJiMRgTZ9njsjjCyLdvBeFD-GF3M8gkmGF5YlmtbBBHXGegyUaerSdTkbupEnos8-fkXhAzX9qxBntyS1Y9psmIyGtwAa3x0isT2yHDsJcfh-EhGQwL4w7TwXHR0vcLJySDJD7fuUkzkY_BdnCD9e_L62v9l3-eserG9l-ynfpWmvvy5Jc2puE308zrfTXHeJOF23e6Pu0Vc1l240Ig8FfIjxVKkGMWcLdtdEqLL132zFm6qmZhz6UeNtELdqb1iYsOlmZrpPqzL5V6zj7Ruac6l45hOhUZQ3MhlrpCAen7FUd02ggYKpahhBCkJ9ZgIAW_OCZ3DuRLMqmAP1LmKlE8R5B4UUpGWVt70cWbtG6kiDjHO0lwRisTSSB0HUu92i8Xqkh1XZ-ytumy4mjqfTelsdpd408BdRSPBsqDuosOpvQ9N6ebrr_ujnt-fD0kPpoyd2Vf8NPF1Wp_48NS6h7V7TU1nnFkX7eFNoBkNBKM95yesVm2X84alWCHoG2pz4qLLW_qtztHnpXO_DHvPlQweoFWlRI9_d3hbgy5-pLuszwMNudMk-9CUH1vNagw1qxrFJZwd49Oo6fG2NOTbLO-154xGCvL_44HhvtfzqSTpOR7UL1fhKZaBjssQZpsLn25gBWLJ3_0lP8atFbHUZbOpOJ5P92DW5szvrKvt01YlOFJTjPgUhz33vg6X6Z4DFsz1Cf4IVD_P31m5xcPvecGsq98d5iPm0G_JQVfOSKiZj-uu3vC3OlTgmd5juvsYQk-R2VrYMJM2wK2vCbzBJ6rSEr7nCvoi4A0arBfxAby4BQ1ysxWAQ5Fhbqm6u_MXBGOrk58DAAA=,https://img.58cdn.com.cn/ui9/house/list/lazy_pic.png,1室                        28㎡,"扬舲公寓房产                            
                                                    
                                                                李天",小南路82号楼,李天,999元/月
